trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
165,False,"{'a': 0.2, 'e': 0.1904614597650274}",20,0,-57.34122900345294,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
166,False,"{'a': 0.2, 'e': 0.1885568451673771}",35,11,24.890811998022535,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.2, 'e': 0.18667127671570335}",25,18,14.54715416611152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.2, 'e': 0.1848045639485463}",25,18,-1.142380056640544,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.2, 'e': 0.18295651830906084}",20,11,8.537531445155222,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.2, 'e': 0.18112695312597024}",30,16,11.847973621003655,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
171,False,"{'a': 0.2, 'e': 0.17931568359471053}",25,0,25.143452937353306,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.2, 'e': 0.17752252675876343}",25,3,32.10086713360512,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.2, 'e': 0.1757473014911758}",20,8,-17.9335875112921,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.2, 'e': 0.17398982847626404}",20,12,1.5627876898319262,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.2, 'e': 0.1722499301915014}",35,20,11.622359419438677,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.2, 'e': 0.17052743088958636}",20,9,10.397125196556654,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.2, 'e': 0.1688221565806905}",20,0,-38.63822873422688,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
178,False,"{'a': 0.2, 'e': 0.1671339350148836}",20,16,7.1520797644578575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.2, 'e': 0.16546259566473476}",30,0,48.10994803514063,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.2, 'e': 0.16380796970808742}",25,18,12.406050558527006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.2, 'e': 0.16216989001100654}",30,20,7.807464265030942,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.2, 'e': 0.16054819111089647}",30,11,17.49560996204463,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
