trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
109,False,"{'a': 0.05, 'e': 0.33621649370673334}",30,0,-18.596773871609265,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
110,False,"{'a': 0.05, 'e': 0.33287108369807955}",20,0,-67.29244500619255,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
111,False,"{'a': 0.05, 'e': 0.32955896107518906}",20,5,-25.546432573189247,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.05, 'e': 0.32627979462303947}",30,0,32.07446257657097,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.05, 'e': 0.3230332564222529}",20,13,-9.188591615261128,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
114,False,"{'a': 0.05, 'e': 0.3198190218163039}",20,15,7.070341971027847,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.05, 'e': 0.3166367693790532}",25,9,24.00639766954609,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.05, 'e': 0.3134861808826054}",30,21,2.925762074885471,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.05, 'e': 0.31036694126548503}",20,0,23.073546900582297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
118,False,"{'a': 0.05, 'e': 0.30727873860113125}",30,14,3.9393581839071556,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
119,False,"{'a': 0.05, 'e': 0.3042212640667041}",30,0,-14.381562960498005,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
120,False,"{'a': 0.05, 'e': 0.30119421191220214}",25,11,21.125379686763903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.05, 'e': 0.2981972794298874}",30,11,5.3524511975827105,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.05, 'e': 0.2952301669240142}",25,0,-80.50584059978195,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",1
123,False,"{'a': 0.05, 'e': 0.2922925776808594}",20,10,15.257897692656254,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.05, 'e': 0.28938421793905067}",20,0,23.395844912929356,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
125,False,"{'a': 0.05, 'e': 0.28650479686019015}",30,7,13.428987630421506,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.05, 'e': 0.2836540264997704}",20,0,-54.84273014237603,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
127,False,"{'a': 0.05, 'e': 0.2808316217783798}",25,19,11.596669083606532,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.05, 'e': 0.27803730045319414}",25,0,-37.05296101303086,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
129,False,"{'a': 0.05, 'e': 0.27527078308975234}",25,15,10.329646397911912,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
